bs,s1,a1,s2,a2,pfn,pfm,mr1,mr2
32,524288,1,0,0,3,4,0.0010,0.0000
32,524288,1,0,0,4,4,0.0010,0.0000
32,524288,2,0,0,0,4,0.1253,0.0000
32,524288,2,0,0,1,4,0.1253,0.0000
32,524288,2,0,0,2,4,0.1250,0.0000
32,524288,2,0,0,3,4,0.0010,0.0000
32,524288,2,0,0,4,4,0.0010,0.0000
32,524288,4,0,0,0,4,0.1253,0.0000
32,524288,4,0,0,1,4,0.1253,0.0000
32,524288,4,0,0,2,4,0.1250,0.0000
32,524288,4,0,0,3,4,0.0010,0.0000
32,524288,4,0,0,4,4,0.0010,0.0000
32,524288,8,0,0,0,4,0.1253,0.0000
32,524288,8,0,0,1,4,0.1253,0.0000
32,524288,8,0,0,2,4,0.1250,0.0000
32,524288,8,0,0,3,4,0.0010,0.0000
32,524288,8,0,0,4,4,0.0010,0.0000
32,524288,16384,0,0,4,4,0.0010,0.0000
32,1048576,1,0,0,0,4,0.1253,0.0000
32,1048576,1,0,0,1,4,0.1253,0.0000
32,1048576,1,0,0,2,4,0.1250,0.0000
32,1048576,1,0,0,3,4,0.0010,0.0000
32,1048576,1,0,0,4,4,0.0010,0.0000
32,1048576,2,0,0,0,4,0.1253,0.0000
32,1048576,2,0,0,1,4,0.1253,0.0000
32,1048576,2,0,0,2,4,0.1250,0.0000
32,1048576,2,0,0,3,4,0.0010,0.0000
32,1048576,2,0,0,4,4,0.0010,0.0000
32,1048576,4,0,0,0,4,0.1253,0.0000
32,1048576,4,0,0,1,4,0.1253,0.0000
32,1048576,4,0,0,2,4,0.1250,0.0000
32,1048576,4,0,0,3,4,0.0010,0.0000
32,1048576,4,0,0,4,4,0.0010,0.0000
32,1048576,8,0,0,0,4,0.1253,0.0000
32,1048576,8,0,0,1,4,0.1253,0.0000
32,1048576,8,0,0,2,4,0.1250,0.0000
32,1048576,8,0,0,3,4,0.0010,0.0000
32,1048576,8,0,0,4,4,0.0010,0.0000
32,1048576,32768,0,0,4,4,0.0010,0.0000
